modl,funcname,stable,grounded,gotos,returns,rettype,intypes,file,line
DocumenterCitations,include,false,false,0,1,Any,String,/data/artem/stability/repo/Stability/pkgs/fresh6-10pkgs-ver/DocumenterCitations/depot/packages/DocumenterCitations/Xvexi/src/DocumenterCitations.jl,1
DocumenterCitations,tex2unicode,true,false,3,1,String,String,/data/artem/stability/repo/Stability/pkgs/fresh6-10pkgs-ver/DocumenterCitations/depot/packages/DocumenterCitations/Xvexi/src/bibliography.jl,32
